zodiac,question,card1,card2,card3,reading
Pisces,How can I express my full potential in school?,Ten of Cups,Six of Pentacles,Four of Wands,Reading:  The Ten of Cups suggests a supportive learning environment.  Sharing your knowledge (Six of Pentacles) builds community and strengthens your skills. The Four of Wands indicates celebrating your achievements will boost your confidence. Find joy in collaboration and acknowledge your progress.
Leo,Is this academic pressure affecting my mental health?,Judgement,Nine of Cups,Strength,Reading:  Judgement suggests you're reflecting on past pressures.  The Nine of Cups shows your resilience despite this. Strength confirms you have the inner power to handle it. Prioritize self-care to maintain balance.
Aquarius,What is my soul guiding me to study?,Seven of Wands,The Hanged Man,Queen of Cups,Reading:  The Seven of Wands suggests you should defend your interests in unconventional fields.  The Hanged Man and Queen of Cups point toward exploring emotional intelligence and creative arts. Trust your intuition and choose a path that resonates emotionally.
Libra,What does the future hold for my academic journey?,Page of Swords,Five of Wands,Judgement,"Libra, your academic future involves new ideas (Page of Swords) but also some intellectual clashes (Five of Wands).  A significant turning point is coming that requires honest self-assessment (Judgement).  Embrace the challenges and be open to change."
Pisces,What transformation is happening through my education?,Queen of Cups,The Chariot,King of Pentacles,"Reading:  Pisces, your emotional intelligence (Queen of Cups) is driving you forward with focus (The Chariot) towards practical mastery (King of Pentacles). You're learning to balance your feelings with disciplined action to achieve tangible results.  Keep channeling your creativity into concrete skills."
Virgo,How can I overcome fear of failure in school?,The Sun,Queen of Cups,Knight of Pentacles,"Reading:  The Sun brings optimism; let go of negative self-talk, Virgo.  The Queen of Cups suggests trusting your intuition and managing your emotions. The Knight of Pentacles encourages a practical, steady approach to your studies.  Be confident, trust your gut, and work consistently."
Leo,Am I on the right educational path?,The Hanged Man,Seven of Pentacles,The Star,"Reading:  Leo, you're in a waiting period, reevaluating your long-term goals.  Your current path requires patience and sustained effort, but the outlook is hopeful. Trust your intuition and stay focused on your vision."
Capricorn,What lesson am I learning through my education?,Queen of Wands,Ace of Cups,Knight of Swords,"Capricorn, your education is teaching you to balance passion (Queen of Wands) with emotional intelligence (Ace of Cups) and clear communication (Knight of Swords). You're learning to express your enthusiasm while staying grounded and articulate. Embrace this blend of fire, water, and air to succeed."
Taurus,What energy surrounds my learning process?,Eight of Wands,Eight of Pentacles,Temperance,"Taurus, the Eight of Wands suggests quick progress and inspiration.  The Eight of Pentacles points to focused effort and skill development. Temperance encourages balance and patience in your studies.  Stay steady, and you'll master what you're learning."
Sagittarius,Will my efforts in school lead to success?,Eight of Pentacles,The Fool,Nine of Wands,"Sagittarius, your dedication (Eight of Pentacles) suggests a fresh start with your studies (The Fool).  Challenges remain (Nine of Wands), but you're building a solid foundation. Stay focused and persistent."
Leo,Will my efforts in school lead to success?,Seven of Cups,Six of Swords,Eight of Swords,"Leo, your many options (Seven of Cups) may feel overwhelming, but a transition is coming (Six of Swords).  You feel limited right now (Eight of Swords), but this is a mental block, not reality. Refocus and prioritize."
Cancer,How can I stay confident in challenging subjects?,Five of Pentacles,Seven of Cups,The Empress,"Cancer, the Five of Pentacles suggests you're feeling a lack of resources. The Seven of Cups shows you're overwhelmed by choices, while The Empress reminds you of your inner strength. Focus on one task at a time and trust your own capabilities."
Aries,How can I perform better in my exams?,Queen of Cups,Eight of Cups,Knight of Swords,"Aries, the Queen of Cups suggests tapping into your intuition.  The Eight of Cups indicates you need to let go of distractions.  The Knight of Swords says focus your energy and study strategically.  In short, trust your gut, ditch the distractions, and study smart."
Libra,How can I perform better in my exams?,King of Swords,Death,Eight of Swords,"Libra, the King of Swords advises clear thinking and strategic planning.  Death suggests releasing old study habits that don't work.  The Eight of Swords points to limiting beliefs holding you back.  Free your mind and create a solid study plan."
Aquarius,How can I make the most of my educational opportunities?,Four of Wands,Queen of Wands,Nine of Cups,Reading:  The Four of Wands suggests a stable foundation for learning.  The Queen of Wands encourages you to be confident and take the lead in your studies. The Nine of Cups shows satisfaction with your progress; your hard work is paying off.  Find what truly motivates you and pursue it boldly.
Aquarius,Is fear blocking me from achieving academic excellence?,The Moon,Six of Swords,Ten of Cups,"Aquarius, The Moon suggests anxieties are clouding your judgment. The Six of Swords and Ten of Cups show you're moving past worries towards emotional fulfillment. Focus on practical steps to manage stress for better academic results."
Leo,What emotional patterns affect my learning process?,Five of Swords,Three of Cups,Six of Pentacles,"Reading:  Leo, the Five of Swords suggests you can be competitive, hindering collaboration. The Three of Cups shows a need for supportive learning environments. The Six of Pentacles points to balancing giving and receiving knowledge.  Find a study group and share what you know."
Taurus,How can I connect my education to my life purpose?,Four of Pentacles,Six of Pentacles,Eight of Swords,"Taurus, you're holding on too tightly to familiar skills, blocking new opportunities. Sharing your knowledge (and resources) will bring balance. This opens you up to realizing you're more capable than you think.  Loosen your grip and explore different paths."
Pisces,Will this course lead to long-term fulfillment?,The Chariot,Knight of Wands,The Star,Reading:  The Chariot and Knight of Wands show you're driven and this course will spark passion. The Star suggests pursuing this path will bring long-term satisfaction.  Go for it!
Cancer,What skills should I develop through my education?,The Lovers,The Star,The Emperor,"Cancer, The Lovers suggests focusing on communication and collaboration skills. The Star points to creative expression and innovative thinking. The Emperor encourages developing leadership and organizational abilities.  Pursue a path that balances these strengths."
Taurus,Should I pursue higher education?,Two of Cups,Page of Swords,Seven of Swords,Reading:  The Two of Cups suggests a balanced partnership with learning. The Page of Swords encourages intellectual curiosity but the Seven of Swords hints at potential challenges.  Consider the practical implications before committing.
