zodiac,question,card1,card2,card3,reading
Leo,Is entrepreneurship right for me?,The Emperor,Two of Swords,Five of Cups,"Reading:  Leo, The Emperor shows your leadership potential, but the Two of Swords reveals you're facing a tough decision. The Five of Cups suggests some disappointment could come with it.  Think carefully about the risks and rewards."
Capricorn,What hidden talents can I apply to my profession?,Three of Pentacles,Nine of Pentacles,The World,"Capricorn, your teamwork (Three of Pentacles) and self-sufficiency (Nine of Pentacles) combine for impressive results (The World).  You can achieve significant success by applying both skills to projects. Consider leading or mentoring a team to showcase your hidden talents."
Leo,Will I receive financial rewards from my work?,Queen of Wands,Ace of Pentacles,Two of Wands,"Reading:  Leo, your confidence (Queen of Wands) will attract new opportunities (Ace of Pentacles), but deciding which to pursue will be key (Two of Wands). You're likely to see financial gains, but focus is important."
Virgo,Why do I feel stuck in my job?,Page of Pentacles,Five of Cups,Two of Swords,"Virgo, the Page of Pentacles shows you're eager to learn but the Five of Cups reveals you're dwelling on past disappointments.  The Two of Swords suggests you're avoiding a tough decision about your career path.  Consider what truly fulfills you and explore new options."
Capricorn,What should I focus on to grow my career?,Five of Cups,Judgement,King of Pentacles,"Capricorn, the Five of Cups shows you dwelling on past disappointments.  Judgement urges you to learn from them and move forward. The King of Pentacles signifies stability and mastery, achievable through practical skills and financial planning.  Focus on building your expertise and managing your resources."
Pisces,Is now a good time to start my own business?,Four of Cups,Seven of Pentacles,The Chariot,"Pisces, you seem a little bored and uninspired (Four of Cups), but starting a business takes sustained effort (Seven of Pentacles).  You have the drive to succeed (The Chariot), so consider if you're truly ready for the commitment.  Don't rush into anything."
Cancer,How do I break free from career stagnation?,Three of Swords,Eight of Wands,The Magician,Reading:  The Three of Swords suggests past hurts are holding you back. The Eight of Wands indicates a sudden opportunity for movement and change.  The Magician shows you have the power to make it happen.  Take a chance on something new.
Aquarius,What does the universe want me to know about my job?,Six of Cups,Five of Wands,Six of Swords,"Reading:  Aquarius, you may be dwelling on past work experiences (Six of Cups).  Some minor conflicts are likely (Five of Wands), but you're moving towards calmer waters (Six of Swords). Focus on the present to navigate these small hurdles."
Capricorn,What do I need to learn to progress professionally?,The Devil,The Hierophant,Three of Swords,"Capricorn, The Devil reveals you're clinging to unproductive habits.  The Hierophant suggests seeking established mentors or training.  The Three of Swords indicates you need to analyze and release past professional hurts.  Let go of old baggage and embrace new learning."
Leo,What is the energy surrounding my next career move?,Knight of Swords,Two of Wands,Queen of Swords,"Reading:  The Knight of Swords suggests a swift and decisive opportunity.  The Two of Wands indicates you're weighing multiple paths, perhaps involving a partnership.  The Queen of Swords confirms you have the clear-headedness to succeed.  Trust your intellect and make the choice that feels right."
Sagittarius,How can I align my career with my passions?,Three of Cups,Page of Swords,Wheel of Fortune,"Reading:  Sagittarius, the Three of Cups suggests finding your tribe and networking. The Page of Swords and Wheel of Fortune point to new learning and lucky breaks coming soon.  Embrace collaboration and stay open to unexpected opportunities."
Taurus,What does the universe want me to know about my job?,Four of Pentacles,Six of Cups,Wheel of Fortune,"Taurus, you're holding on tight to what you have, likely for security.  Past successes are influencing your present, but change is coming.  Embrace the shift, it's likely positive! Go with the flow."
Libra,How can I achieve work-life balance?,Two of Pentacles,Nine of Wands,Three of Wands,"Reading:  Libra, you're juggling a lot right now (Two of Pentacles), but you're almost there (Nine of Wands).  Keep your long-term goals in sight (Three of Wands). Prioritize and keep pushing forward."
Virgo,Is now a good time to start my own business?,The Star,King of Pentacles,King of Cups,"Reading:  Virgo, The Star shows a bright future, while the Kings suggest you have the practical and emotional skills. Now is a favorable time to pursue your business idea.  Trust your gut and take calculated risks."
Taurus,What hidden talents can I apply to my profession?,Nine of Pentacles,Justice,Judgement,"Taurus, the Nine of Pentacles shows a knack for independent work and resourcefulness.  Justice highlights your fair and balanced approach, while Judgement suggests using past experiences for new solutions.  Trust your self-sufficiency and thoughtful decision-making."
Gemini,How do I break free from career stagnation?,Page of Wands,Seven of Wands,Eight of Pentacles,"Gemini, you have a spark of inspiration (Page of Wands) but face competition (Seven of Wands). Focus and dedicated work (Eight of Pentacles) will get you ahead. Sharpen your skills and keep going."
Virgo,Should I change my career path?,Six of Swords,Six of Cups,Seven of Wands,"Reading:  The Six of Swords suggests moving on from a difficult situation, while the Six of Cups hints at revisiting past interests.  The Seven of Wands shows you're capable of handling challenges a new path may bring. It might be time to explore those old passions."
Capricorn,Should I relocate for better opportunities?,The Emperor,Six of Swords,Ten of Cups,"Capricorn, The Emperor shows you're in control.  The Six of Swords suggests a move is likely positive. The Ten of Cups points to long-term happiness in a new place.  Go for it!"
Leo,How can I shine more in my workplace?,Three of Swords,The Hermit,The Emperor,Reading:  The Three of Swords suggests past hurts are holding you back. The Hermit encourages some introspection to understand your strengths. The Emperor says it's time to step up and own your power.  Focus on self-improvement and strategic action.
Sagittarius,Should I pursue a promotion or explore other options?,Page of Swords,Queen of Swords,Strength,Reading:  The Page of Swords suggests exploring new ideas.  The Queen of Swords and Strength show you have the clarity and courage to make a smart choice.  Trust your gut and weigh your options carefully.
Leo,What is the energy surrounding my next career move?,Knight of Pentacles,The Sun,Nine of Cups,"Reading:  Leo, your next career move looks stable and promising (Knight of Pentacles).  Positive energy and success are on the horizon (The Sun).  You'll feel satisfied and fulfilled with this change (Nine of Cups).  Go for it!"
